Date,Country,City,Specie,count,min,max,median,variance
24-05-2020,IN,Nagpur,co,24,1.1,7.4,3.4,42
28-05-2020,IN,Nagpur,co,17,1,2.3,1.5,1.48
23-06-2020,IN,Nagpur,co,24,2.4,18.8,4.6,257.59
05-07-2020,IN,Nagpur,co,24,1.7,2.2,1.8,0.19
08-01-2020,IN,Nagpur,co,21,0.3,11.2,5.4,128.9
02-02-2020,IN,Nagpur,co,24,0.6,14,2.5,159.49
07-04-2020,IN,Nagpur,co,11,3,5.6,3.8,8.13
19-05-2020,IN,Nagpur,co,24,1.9,7.7,3,28.31
03-06-2020,IN,Nagpur,co,17,0.1,6.6,2.5,31.87
09-06-2020,IN,Nagpur,co,24,2,6.1,3.2,8.6
04-07-2020,IN,Nagpur,co,24,1.5,2.4,1.9,0.77
04-03-2020,IN,Nagpur,co,19,3.1,7.6,5,16.85
05-04-2020,IN,Nagpur,co,20,1.9,70.2,3.8,4694.73
11-06-2020,IN,Nagpur,co,20,0.9,5.7,3.5,10.87
09-01-2020,IN,Nagpur,co,23,0.3,8,2.8,25.36
11-02-2020,IN,Nagpur,co,15,2.4,43.4,6.1,2375.71
26-03-2020,IN,Nagpur,co,11,0.1,9.5,2.2,72.24
11-04-2020,IN,Nagpur,co,24,1.6,9.1,3.3,48.54
26-04-2020,IN,Nagpur,co,24,1.2,11.6,2.8,69.65
02-05-2020,IN,Nagpur,co,24,2.7,9,4.8,34.03
15-05-2020,IN,Nagpur,co,23,0.1,5.7,3.5,24.44
10-06-2020,IN,Nagpur,co,24,1.6,5.3,3.2,7.63
25-02-2020,IN,Nagpur,co,23,1.2,24.8,3.8,410.92
12-03-2020,IN,Nagpur,co,21,0.2,22,4.6,270.78
28-04-2020,IN,Nagpur,co,24,2.3,6.9,3.2,15.26
05-06-2020,IN,Nagpur,co,18,2.2,15.1,3.5,112.68
17-06-2020,IN,Nagpur,co,24,2.3,6.3,3.8,13.36
16-07-2020,IN,Nagpur,co,24,1.5,6.4,2.2,19.61
21-01-2020,IN,Nagpur,co,21,0.8,56.4,6.8,3457.68
11-03-2020,IN,Nagpur,co,9,7.2,23.7,15.7,405.98
21-02-2020,IN,Nagpur,co,20,1.3,26.8,3.4,514.03
01-01-2020,IN,Nagpur,co,24,1.6,10.7,2.5,77.91
30-01-2020,IN,Nagpur,co,24,0.6,20.8,2.5,219.78
21-03-2020,IN,Nagpur,co,24,2.3,15.7,3.1,141.63
22-03-2020,IN,Nagpur,co,16,0.7,5.4,2.1,24.63
12-04-2020,IN,Nagpur,co,24,2.8,7.5,4.1,13.75
27-04-2020,IN,Nagpur,co,20,0.6,4,3.1,6.1
04-05-2020,IN,Nagpur,co,24,1.2,8.9,3.8,47.47
26-05-2020,IN,Nagpur,co,24,1.5,10.2,2.8,64.52
03-02-2020,IN,Nagpur,co,16,2.8,13.2,5,80.26
07-03-2020,IN,Nagpur,co,24,1.2,26.6,4.5,411.83
08-04-2020,IN,Nagpur,co,3,3.3,5.9,4.1,17.73
19-04-2020,IN,Nagpur,co,24,0.4,8.4,3.3,40.94
06-01-2020,IN,Nagpur,co,22,0.3,33.7,3.2,1614.45
24-01-2020,IN,Nagpur,co,24,0.5,43,5.1,2140.04
16-05-2020,IN,Nagpur,co,22,1,5.5,3.5,14.14
01-03-2020,IN,Nagpur,co,24,1.4,15.8,3.6,104.75
08-05-2020,IN,Nagpur,co,22,0.4,6.2,3.1,21.85
23-02-2020,IN,Nagpur,co,18,0.2,11.5,2.9,77.94
08-03-2020,IN,Nagpur,co,19,1.2,9.1,2.2,33.02
15-04-2020,IN,Nagpur,co,24,0.6,6.9,3.9,23.02
03-05-2020,IN,Nagpur,co,24,1.4,9.4,3,43.74
18-06-2020,IN,Nagpur,co,24,1,6.2,3.5,17.99
14-07-2020,IN,Nagpur,co,24,1.4,3.4,2,3.99
22-01-2020,IN,Nagpur,co,21,0.3,45.4,5.9,2443.26
15-02-2020,IN,Nagpur,co,15,2.1,41.9,3.9,2224.96
20-02-2020,IN,Nagpur,co,19,2.4,10.8,5.9,52.75
13-04-2020,IN,Nagpur,co,19,2.9,11.2,5,42.62
23-04-2020,IN,Nagpur,co,24,2.9,8.5,4.7,32.94
20-06-2020,IN,Nagpur,co,24,0.8,4,2.7,6.77
07-07-2020,IN,Nagpur,co,16,1.1,2.9,1.8,3.21
07-01-2020,IN,Nagpur,co,20,0.6,39.9,6.8,1259.81
26-01-2020,IN,Nagpur,co,20,0.9,27.6,3.9,889.66
29-03-2020,IN,Nagpur,co,18,1,4.7,2.5,10.5
11-05-2020,IN,Nagpur,co,24,1.2,4.8,2.7,8.95
18-05-2020,IN,Nagpur,co,24,1,8.4,2.9,32.22
02-06-2020,IN,Nagpur,co,22,0.2,16.6,4.2,185.35
05-02-2020,IN,Nagpur,co,11,2.4,39.8,8.4,1572.79
06-03-2020,IN,Nagpur,co,24,1,19.7,6,265.34
05-05-2020,IN,Nagpur,co,17,1.2,6.7,3.1,17.8
25-01-2020,IN,Nagpur,co,21,0.1,29,5.2,883.14
20-03-2020,IN,Nagpur,co,10,1.4,30.9,6.8,943.57
07-05-2020,IN,Nagpur,co,18,1.2,4.6,3.1,9.83
10-05-2020,IN,Nagpur,co,24,0.7,3.8,2.2,5.68
13-05-2020,IN,Nagpur,co,24,0.3,5.4,2.7,18.82
27-01-2020,IN,Nagpur,co,22,0.1,34.8,6.3,1044.86
01-02-2020,IN,Nagpur,co,20,0.2,14.3,3,153.12
27-03-2020,IN,Nagpur,co,23,1.9,5.3,3,10.71
09-05-2020,IN,Nagpur,co,24,1.6,7.3,2.9,21.81
21-05-2020,IN,Nagpur,co,21,0.3,10.8,2.9,73.16
29-05-2020,IN,Nagpur,co,21,0.6,2.2,1.6,2.49
04-06-2020,IN,Nagpur,co,24,1.4,4.7,3.4,6.05
13-06-2020,IN,Nagpur,co,23,2,5.8,3.5,9.91
18-02-2020,IN,Nagpur,co,19,0.6,35.4,4,1385.83
24-02-2020,IN,Nagpur,co,24,1.7,23.2,6.3,340.48
21-06-2020,IN,Nagpur,co,24,1.7,3.3,2.4,1.29
03-03-2020,IN,Nagpur,co,16,1.7,29.1,6.1,528.12
02-04-2020,IN,Nagpur,co,24,1.3,8,2.7,40.96
03-04-2020,IN,Nagpur,co,24,0.9,4.9,2.7,6.35
20-04-2020,IN,Nagpur,co,11,1.6,6.8,2.3,28.41
07-06-2020,IN,Nagpur,co,24,1.9,5.5,2.9,5.43
29-06-2020,IN,Nagpur,co,24,1.5,2.6,1.8,1.27
12-01-2020,IN,Nagpur,co,19,0.1,33.3,3.7,1491.93
28-01-2020,IN,Nagpur,co,21,0.2,19.4,5.4,248.04
03-07-2020,IN,Nagpur,co,24,1.5,3.7,2,3.46
06-07-2020,IN,Nagpur,co,24,1.4,3.7,2.2,5.54
04-06-2020,IN,Lucknow,co,72,0.9,22,10,90
23-06-2020,IN,Lucknow,co,71,0.1,50.6,9.9,510.36
07-07-2020,IN,Lucknow,co,64,2.5,27.6,6.8,153.56
31-12-2019,IN,Lucknow,co,65,0.1,72.3,11.8,2565.96
16-02-2020,IN,Lucknow,co,70,0.1,43.4,9.4,947.18
26-02-2020,IN,Lucknow,co,72,2,18.7,11.4,106.04
01-03-2020,IN,Lucknow,co,72,1.6,25.1,10.9,126.62
14-05-2020,IN,Lucknow,co,72,3.3,14.1,9.4,58.11
19-05-2020,IN,Lucknow,co,70,0.7,20.7,7.8,93.38
08-06-2020,IN,Lucknow,co,72,3.5,17.3,9.9,48.78
26-06-2020,IN,Lucknow,co,72,0.2,15.6,9.3,77.28
25-01-2020,IN,Lucknow,co,66,0.1,55.4,15.8,1407.77
07-02-2020,IN,Lucknow,co,58,0.2,53.9,9,1772.06
04-03-2020,IN,Lucknow,co,72,0.7,23.4,9.8,85.73
05-04-2020,IN,Lucknow,co,72,6.4,11,9.2,11.78
27-06-2020,IN,Lucknow,co,72,0.8,17,7.4,84.83
01-07-2020,IN,Lucknow,co,72,0.1,28.6,5.9,148.5
14-07-2020,IN,Lucknow,co,65,0.5,19.4,8.4,199.68
20-03-2020,IN,Lucknow,co,72,0.4,27.8,9.9,224.76
25-03-2020,IN,Lucknow,co,72,4.3,12.9,9.3,23.46
04-04-2020,IN,Lucknow,co,72,4.9,15,9.4,27.73
04-05-2020,IN,Lucknow,co,72,4.1,21.9,9.9,65.22
01-01-2020,IN,Lucknow,co,58,0.1,84.9,21.8,4993.77
04-01-2020,IN,Lucknow,co,70,0.5,38.6,17.3,902.65
22-01-2020,IN,Lucknow,co,65,0.1,76.4,13,2722.58
12-02-2020,IN,Lucknow,co,72,1.4,14,9.5,72.22
28-01-2020,IN,Lucknow,co,68,0.1,32,17.1,707.15
14-02-2020,IN,Lucknow,co,61,0.7,47.5,8.9,563.58
21-05-2020,IN,Lucknow,co,68,1,18.8,9.3,126.41
12-07-2020,IN,Lucknow,co,69,1,33.4,9.9,318.61
15-07-2020,IN,Lucknow,co,70,2,18.2,9.9,131.54
16-07-2020,IN,Lucknow,co,68,2,11.7,9.8,74.22
14-01-2020,IN,Lucknow,co,70,3,85,14.4,2691.31
10-03-2020,IN,Lucknow,co,72,6,17,9.9,31.58
29-04-2020,IN,Lucknow,co,71,3.5,22.5,9,51.97
01-05-2020,IN,Lucknow,co,71,5,11.8,9.6,16.42
30-05-2020,IN,Lucknow,co,71,5.4,31.4,10.2,128.6
31-05-2020,IN,Lucknow,co,71,0.5,22.7,10.1,98.7
16-03-2020,IN,Lucknow,co,72,3.5,16.4,9.7,37.16
27-03-2020,IN,Lucknow,co,72,5.5,14.2,9.4,20.8
06-04-2020,IN,Lucknow,co,72,4.8,12.9,9.3,18.97
08-04-2020,IN,Lucknow,co,72,2.3,15.5,9.9,45.82
09-01-2020,IN,Lucknow,co,72,2.9,26.6,9.1,301.7
24-01-2020,IN,Lucknow,co,57,0.1,58.8,16.5,1707.41
01-02-2020,IN,Lucknow,co,67,1,65.7,19.2,3147.34
08-03-2020,IN,Lucknow,co,70,3.7,14,10,23.13
28-06-2020,IN,Lucknow,co,71,1.5,27.1,7.1,140.1
24-03-2020,IN,Lucknow,co,72,6.1,18.1,9.3,46.2
30-03-2020,IN,Lucknow,co,69,4.1,22.1,9.5,53.44
01-04-2020,IN,Lucknow,co,72,5.3,14.2,9,30.92
11-04-2020,IN,Lucknow,co,72,3.9,13.8,9.8,37.23
13-01-2020,IN,Lucknow,co,69,1.1,21.1,10.8,383.09
08-02-2020,IN,Lucknow,co,71,0.1,31.9,13.1,495.31
21-02-2020,IN,Lucknow,co,64,0.1,45.7,10.2,363.2
21-03-2020,IN,Lucknow,co,71,3.9,15.9,9.8,31.99
19-04-2020,IN,Lucknow,co,71,4.2,17.1,9.9,41.78
02-05-2020,IN,Lucknow,co,72,6.1,11.4,9.5,11.81
27-05-2020,IN,Lucknow,co,71,0.5,17.5,10.1,57.35
25-04-2020,IN,Lucknow,co,71,1.3,13.6,9.7,68.28
30-04-2020,IN,Lucknow,co,64,1.9,10.6,9.2,29.52
03-05-2020,IN,Lucknow,co,72,1.6,11.8,9.7,25
09-05-2020,IN,Lucknow,co,72,2.7,22.2,8.2,87.37
30-12-2019,IN,Lucknow,co,72,0.3,38.6,9.4,674.31
27-01-2020,IN,Lucknow,co,63,0.1,49.4,20,1605.06
30-01-2020,IN,Lucknow,co,67,0.8,74.5,19.7,1784.91
23-02-2020,IN,Lucknow,co,72,0.3,33.1,10.8,286.47
03-07-2020,IN,Lucknow,co,72,1.5,14.1,6.7,81.48
05-05-2020,IN,Lucknow,co,69,2.9,45.6,9.3,467.82
15-05-2020,IN,Lucknow,co,70,0.2,10.3,8.2,74.69
05-06-2020,IN,Lucknow,co,66,1.7,21.2,10.1,86.9
03-01-2020,IN,Lucknow,co,70,0.1,86.4,12,1749.54
12-01-2020,IN,Lucknow,co,71,1.7,64,16.5,1289.9
14-04-2020,IN,Lucknow,co,72,4.7,14.4,7.3,48.32
23-04-2020,IN,Lucknow,co,64,1.1,11.9,9.5,79.93
20-05-2020,IN,Lucknow,co,70,0.3,21.6,7.6,96.8
10-01-2020,IN,Lucknow,co,72,2.6,19,12.4,217.51
14-03-2020,IN,Lucknow,co,69,5.8,17.6,10,25.53
13-05-2020,IN,Lucknow,co,71,1.4,20.5,8.9,116.88
16-05-2020,IN,Lucknow,co,72,1.2,21.4,7.5,84.36
26-03-2020,IN,Lucknow,co,72,5.4,12.8,9.2,18.55
10-05-2020,IN,Lucknow,co,66,1.2,16.1,8.4,78.02
06-07-2020,IN,Lucknow,co,69,0.3,24.1,5.2,177.75
22-03-2020,IN,Lucknow,co,72,6.3,27.7,9.8,63.69
29-03-2020,IN,Lucknow,co,69,0.7,13.2,9.2,34
22-05-2020,IN,Lucknow,co,70,0.7,16.6,10,117.73
17-07-2020,IN,Lucknow,co,72,2.9,14.3,9.8,85.83
07-01-2020,IN,Lucknow,co,59,1.4,39.3,11.7,702.72
19-01-2020,IN,Lucknow,co,68,0.1,47.1,8.1,1509.95
28-02-2020,IN,Lucknow,co,72,2.1,25.4,12,131.61
02-03-2020,IN,Lucknow,co,72,0.7,18.9,10.1,94.01
18-05-2020,IN,Lucknow,co,70,0.5,30.5,8.2,155.18
19-06-2020,IN,Lucknow,co,72,2.6,14.5,9.9,20.73
05-07-2020,IN,Lucknow,co,71,0.7,13.9,4.7,111.48
18-07-2020,IN,Lucknow,co,71,0.8,19.5,9.2,135.82
06-01-2020,IN,Lucknow,co,69,0.1,78.5,19,2134.29
05-02-2020,IN,Lucknow,co,68,0.3,61.6,13.4,1952.69
13-03-2020,IN,Lucknow,co,72,4.5,15.5,9.9,36.21
12-04-2020,IN,Lucknow,co,72,2.3,21.1,8.9,47.68
25-05-2020,IN,Lucknow,co,72,4.3,16.9,10,44.7
30-06-2020,IN,Lucknow,co,72,0.1,12.9,6.2,108.69
26-01-2020,IN,Lucknow,co,66,0.1,82.5,21.8,2947.65
04-02-2020,IN,Lucknow,co,68,0.2,86.3,20.4,2687.12
20-02-2020,IN,Lucknow,co,68,0.1,63.5,10.4,1927.92
06-05-2020,IN,Lucknow,co,71,0.9,21.8,8.2,77.3
08-05-2020,IN,Lucknow,co,72,0.2,12.6,8.3,87.08
11-05-2020,IN,Lucknow,co,72,1.6,15.8,8.2,58.78
24-05-2020,IN,Lucknow,co,72,4,19.8,10.1,109.82
03-06-2020,IN,Lucknow,co,70,1.2,38.9,10,187.16
15-01-2020,IN,Lucknow,co,72,4.4,86.3,13.4,1830.49
18-02-2020,IN,Lucknow,co,71,4.7,29.1,7.4,211.57
27-02-2020,IN,Lucknow,co,72,5.3,22,11.2,102.44
15-03-2020,IN,Lucknow,co,69,5.5,12.9,9.9,13.96
07-06-2020,IN,Lucknow,co,72,3.1,16.7,10.1,33.9
11-06-2020,IN,Lucknow,co,72,6.6,15.3,10.1,30.82
13-06-2020,IN,Lucknow,co,72,2.7,13.9,9.9,25.85
02-07-2020,IN,Lucknow,co,72,0.4,21.4,7.9,172.13
10-02-2020,IN,Lucknow,co,65,4.6,24.1,11.3,230.07
13-02-2020,IN,Lucknow,co,72,6,23.3,8.3,89.27
12-03-2020,IN,Lucknow,co,52,6.7,24.7,9.7,73.4
31-03-2020,IN,Lucknow,co,72,5.8,13.7,9.4,21.08
02-04-2020,IN,Lucknow,co,72,3.7,11.9,8.8,21.24
25-06-2020,IN,Lucknow,co,71,3.7,20.1,10,80.92
07-04-2020,IN,Lucknow,co,72,5.7,13.1,9.4,19.76
09-04-2020,IN,Lucknow,co,61,4.3,13.6,8.2,23.06
17-04-2020,IN,Lucknow,co,72,0.1,17.4,9.4,102.16
28-04-2020,IN,Lucknow,co,72,5.9,10.6,9.4,15.83
16-01-2020,IN,Lucknow,co,71,2.4,80,10.8,2590.19
02-02-2020,IN,Lucknow,co,62,1.1,60.9,6.9,1894.68
22-02-2020,IN,Lucknow,co,69,4.6,20.1,10.8,122.94
18-03-2020,IN,Lucknow,co,72,1.7,23,9.8,65.41
12-06-2020,IN,Lucknow,co,72,1.1,45.7,10,416.52
18-06-2020,IN,Lucknow,co,67,4,46.1,10.1,340.96
08-01-2020,IN,Lucknow,co,50,2.2,27.8,10.8,377.67
19-03-2020,IN,Lucknow,co,71,3.3,33.3,10,170.65
01-06-2020,IN,Lucknow,co,71,3.4,49.7,10,308.8
10-06-2020,IN,Lucknow,co,70,3.4,16.2,10,47.06
17-03-2020,IN,Lucknow,co,71,0.1,26.4,9.6,158.44
06-06-2020,IN,Lucknow,co,65,4,20.7,10,64.39
08-07-2020,IN,Lucknow,co,63,1.7,45.7,9.9,453.03
11-01-2020,IN,Lucknow,co,72,3,46,16,549.05
29-01-2020,IN,Lucknow,co,72,0.4,52,15.5,1010.5
15-02-2020,IN,Lucknow,co,70,0.1,72.5,8.7,2158.67
17-02-2020,IN,Lucknow,co,66,0.1,47.1,9.5,483.21
21-06-2020,IN,Lucknow,co,72,3.2,21.8,9.6,48.87
11-07-2020,IN,Lucknow,co,68,1.1,23.2,9.8,226.46
29-02-2020,IN,Lucknow,co,72,2.3,25,13.4,156.92
20-04-2020,IN,Lucknow,co,72,2.7,11.1,9.2,27.03
29-05-2020,IN,Lucknow,co,72,3.3,16.6,10,47.12
17-06-2020,IN,Lucknow,co,60,1.1,23.7,10,149.64
05-01-2020,IN,Lucknow,co,68,0.1,32.5,13,692.03
18-01-2020,IN,Lucknow,co,68,0.7,56.8,9.7,1260.71
09-02-2020,IN,Lucknow,co,71,0.3,33.4,14.3,467.76
12-05-2020,IN,Lucknow,co,69,1.1,10.2,7.9,58.76
05-03-2020,IN,Lucknow,co,69,1.5,17.2,10,70.23
09-03-2020,IN,Lucknow,co,72,7.4,15.2,9.9,18.26
21-04-2020,IN,Lucknow,co,71,0.8,10.1,8.1,44.79
26-05-2020,IN,Lucknow,co,71,0.5,30.2,10.1,130.19
03-04-2020,IN,Lucknow,co,71,2.8,24.2,9.6,71.49
07-05-2020,IN,Lucknow,co,69,1,20.6,8.7,124.88
16-06-2020,IN,Lucknow,co,68,1.9,18.1,10,68.95
24-06-2020,IN,Lucknow,co,71,3.2,22.9,10.1,95.29
20-01-2020,IN,Lucknow,co,65,0.2,38.3,8.8,1165.52
21-01-2020,IN,Lucknow,co,72,0.7,57.6,8.5,1264.25
19-02-2020,IN,Lucknow,co,62,0.2,41.5,9,650.12
11-03-2020,IN,Lucknow,co,65,0.3,19.6,10,73.99
04-07-2020,IN,Lucknow,co,69,0.3,68.5,6.9,1041.17
13-07-2020,IN,Lucknow,co,70,1.2,24.4,9.7,210.82
23-05-2020,IN,Lucknow,co,71,1.1,34.6,10,200.23
07-03-2020,IN,Lucknow,co,69,2.7,39.1,9.9,249.17
28-03-2020,IN,Lucknow,co,72,3.9,15.1,9.2,29.32
16-04-2020,IN,Lucknow,co,69,3.5,16.4,7.5,66.28
22-04-2020,IN,Lucknow,co,72,2.2,10.2,8.3,39.48
27-04-2020,IN,Lucknow,co,69,0.3,14.2,8,41.29
10-07-2020,IN,Lucknow,co,71,0.1,27.9,9.9,275.76
19-07-2020,IN,Lucknow,co,37,3.2,12.9,8.8,63.24
11-02-2020,IN,Lucknow,co,72,0.8,85.6,10.7,1904.81
03-03-2020,IN,Lucknow,co,20,7.6,19.3,10,103.94
10-04-2020,IN,Lucknow,co,72,5.4,14.5,9.5,25.57
13-04-2020,IN,Lucknow,co,72,5.4,16.9,9.4,46.57
09-06-2020,IN,Lucknow,co,70,5.6,21.1,10,67.72
20-06-2020,IN,Lucknow,co,72,2.1,15.3,9.8,39.32
06-03-2020,IN,Lucknow,co,71,3.1,21.6,9.9,61.99
23-03-2020,IN,Lucknow,co,72,1.3,17.7,9.8,59.94
18-04-2020,IN,Lucknow,co,72,0.6,15.1,9.9,51.94
24-04-2020,IN,Lucknow,co,53,2.1,10.2,8.7,66.51
29-06-2020,IN,Lucknow,co,71,0.8,24.9,6.6,117
09-07-2020,IN,Lucknow,co,72,0.1,24.4,9.6,201.33
02-01-2020,IN,Lucknow,co,70,2.1,73,17.4,2398.68
03-02-2020,IN,Lucknow,co,62,0.5,50.9,16.6,1896.06
28-05-2020,IN,Lucknow,co,68,4,15.2,9.9,38.66
22-06-2020,IN,Lucknow,co,72,1,18.1,9.7,65
15-04-2020,IN,Lucknow,co,72,1.4,26.1,8,170.75
24-02-2020,IN,Lucknow,co,70,0.8,31.2,11.9,296.62
25-02-2020,IN,Lucknow,co,68,0.2,19.5,11.2,136.6
26-04-2020,IN,Lucknow,co,71,0.6,11.2,8.6,54.07
17-05-2020,IN,Lucknow,co,72,1.6,14.5,8,65.71
17-01-2020,IN,Lucknow,co,69,0.6,86.3,11.5,2966.63
23-01-2020,IN,Lucknow,co,63,0.1,22.6,9.2,497.25
31-01-2020,IN,Lucknow,co,69,1.7,86.3,21.1,2721.54
06-02-2020,IN,Lucknow,co,69,0.1,62.1,9.2,3277.11
02-06-2020,IN,Lucknow,co,72,1,17,10.1,75.27
14-06-2020,IN,Lucknow,co,72,1.6,18,9.8,58.36
15-06-2020,IN,Lucknow,co,70,1.8,17.3,10,50.42
23-02-2020,IN,Ghāziābād,co,48,0.1,24.4,11.7,429.96
05-03-2020,IN,Ghāziābād,co,39,2.1,85.5,6.2,1661.75
08-04-2020,IN,Ghāziābād,co,48,2.8,82.1,8.1,1991.8
25-06-2020,IN,Ghāziābād,co,24,4.3,81.6,7.8,2321.4
03-07-2020,IN,Ghāziābād,co,29,0.1,56.9,7.1,2115.16
04-02-2020,IN,Ghāziābād,co,24,0.1,37.4,10.8,549.21
07-02-2020,IN,Ghāziābād,co,48,0.1,24.5,8.7,308.64
18-04-2020,IN,Ghāziābād,co,48,3.6,83.4,9.3,1725.14
23-05-2020,IN,Ghāziābād,co,23,4.4,15.7,12.2,167.22
20-06-2020,IN,Ghāziābād,co,24,3.4,79.5,4.4,2345.37
02-07-2020,IN,Ghāziābād,co,47,5,84.7,15.6,4504.02
28-01-2020,IN,Ghāziābād,co,26,6.7,14.1,10.1,35.97
15-04-2020,IN,Ghāziābād,co,48,1.7,84.8,11.6,2513.81
15-03-2020,IN,Ghāziābād,co,38,0.1,43.7,14.8,1317.47
24-03-2020,IN,Ghāziābād,co,24,1.8,53.8,45.5,991.92
13-04-2020,IN,Ghāziābād,co,46,3.1,85.2,9.8,2063.72
27-04-2020,IN,Ghāziābād,co,46,1.3,83.9,15.6,1851.56
09-01-2020,IN,Ghāziābād,co,48,2.4,83.1,7.7,1309
22-02-2020,IN,Ghāziābād,co,48,0.1,60.7,6.8,1537.3
18-03-2020,IN,Ghāziābād,co,47,3.7,84.1,15.7,2509.5
08-06-2020,IN,Ghāziābād,co,31,3.3,81.6,7.4,1932.72
04-07-2020,IN,Ghāziābād,co,24,4.3,85.4,5.3,2659.3
03-02-2020,IN,Ghāziābād,co,46,0.1,47.2,12.5,1060.79
28-02-2020,IN,Ghāziābād,co,48,0.1,11.3,8,32.35
19-04-2020,IN,Ghāziābād,co,48,0.6,82.1,9.6,2077.71
27-05-2020,IN,Ghāziābād,co,48,0.1,29.2,12.8,854.5
21-06-2020,IN,Ghāziābād,co,24,4.2,79.5,5.6,2285.67
23-06-2020,IN,Ghāziābād,co,24,3.3,79.5,4.2,2359.02
05-01-2020,IN,Ghāziābād,co,48,0.1,29.9,12.4,324.59
14-04-2020,IN,Ghāziābād,co,47,0.1,43.5,11.3,550.11
29-05-2020,IN,Ghāziābād,co,47,2.6,85.5,17.2,1680.07
24-06-2020,IN,Ghāziābād,co,24,3.7,79.8,4.8,2354.25
06-03-2020,IN,Ghāziābād,co,24,0.1,9,7.6,59.27
20-03-2020,IN,Ghāziābād,co,48,0.1,51.9,30.4,2495.27
27-06-2020,IN,Ghāziābād,co,10,0.2,9.3,1.6,124.01
30-06-2020,IN,Ghāziābād,co,27,0.1,78.4,9.4,6409.65
16-02-2020,IN,Ghāziābād,co,48,0.1,26.4,9.5,323.55
15-05-2020,IN,Ghāziābād,co,24,1.4,82.6,3.9,2610.27
08-03-2020,IN,Ghāziābād,co,24,0.1,17.1,8.2,164.44
25-05-2020,IN,Ghāziābād,co,23,2.3,14.8,6.2,121.87
08-02-2020,IN,Ghāziābād,co,48,0.1,19.3,8.2,162.19
02-03-2020,IN,Ghāziābād,co,48,0.2,42.6,13,595.01
25-02-2020,IN,Ghāziābād,co,35,0.1,25.5,9.1,251.29
31-05-2020,IN,Ghāziābād,co,46,1.6,36,4.7,1759.21
07-07-2020,IN,Ghāziābād,co,24,2.8,84.2,4,2694.44
12-01-2020,IN,Ghāziābād,co,48,0.1,45.3,18,1320.17
21-02-2020,IN,Ghāziābād,co,48,2.8,82.9,6.1,1264.08
17-02-2020,IN,Ghāziābād,co,48,0.2,29.5,12.5,557.38
04-03-2020,IN,Ghāziābād,co,48,0.1,19.6,7.9,189.5
09-05-2020,IN,Ghāziābād,co,24,5.2,84.2,6.2,2540.99
14-05-2020,IN,Ghāziābād,co,24,0.1,13.4,6,78.18
15-06-2020,IN,Ghāziābād,co,24,3.1,82.8,5.8,2516.1
17-07-2020,IN,Ghāziābād,co,7,4.3,5.2,4.3,1.68
13-01-2020,IN,Ghāziābād,co,39,0.1,41.5,15.3,975.13
24-01-2020,IN,Ghāziābād,co,48,3.6,85.4,6.1,1441.37
01-03-2020,IN,Ghāziābād,co,48,2.2,85.1,5.8,1920.82
08-05-2020,IN,Ghāziābād,co,24,4.6,82.7,6.7,2422.51
12-05-2020,IN,Ghāziābād,co,24,2.5,86.1,7.8,2671.87
04-06-2020,IN,Ghāziābād,co,46,0.5,83.1,6.3,1357.07
01-07-2020,IN,Ghāziābād,co,38,0.2,85.9,6.4,2492.44
27-01-2020,IN,Ghāziābād,co,46,0.2,46.2,15.5,939.19
19-02-2020,IN,Ghāziābād,co,48,0.2,36.6,11,470.03
26-05-2020,IN,Ghāziābād,co,38,2,38.4,12,1771.01
17-06-2020,IN,Ghāziābād,co,39,0.2,78,4.7,3417.26
05-07-2020,IN,Ghāziābād,co,24,2.1,82.6,4,2578.52
08-07-2020,IN,Ghāziābād,co,24,3.5,84,4.8,2605.77
01-02-2020,IN,Ghāziābād,co,48,0.1,21.5,10.8,173.66
11-03-2020,IN,Ghāziābād,co,24,5.6,85.8,8.2,2903.28
26-04-2020,IN,Ghāziābād,co,47,0.1,38.1,15,565.68
30-04-2020,IN,Ghāziābād,co,24,0.1,28.4,15.4,709.7
07-05-2020,IN,Ghāziābād,co,24,2.1,81.2,7.8,2487.6
21-05-2020,IN,Ghāziābād,co,24,3.8,85.1,5.3,2692.55
05-06-2020,IN,Ghāziābād,co,46,2.8,79.6,6.9,1231.23
26-02-2020,IN,Ghāziābād,co,47,0.1,25.2,12.2,259.45
01-04-2020,IN,Ghāziābād,co,48,3.6,85.1,6.6,3901.84
13-06-2020,IN,Ghāziābād,co,24,5.6,83.3,7.1,2426.32
06-07-2020,IN,Ghāziābād,co,24,4.4,85,5,2661.94
21-03-2020,IN,Ghāziābād,co,46,0.1,51,28.7,2299.31
11-04-2020,IN,Ghāziābād,co,47,0.1,32.6,12,758.2
17-03-2020,IN,Ghāziābād,co,48,3.7,83.7,12.3,3603.2
23-03-2020,IN,Ghāziābād,co,48,2.8,84.7,14.3,3175.01
31-03-2020,IN,Ghāziābād,co,47,2.9,82.8,7.8,3245.55
17-04-2020,IN,Ghāziābād,co,47,2.5,83.2,7.5,1770.94
21-04-2020,IN,Ghāziābād,co,48,0.9,84.9,9.5,1825.91
18-01-2020,IN,Ghāziābād,co,24,4,83.5,6.4,2737.99
14-03-2020,IN,Ghāziābād,co,48,2.3,82.1,11.1,2495.89
30-01-2020,IN,Ghāziābād,co,48,0.1,15.1,7.5,101.16
05-02-2020,IN,Ghāziābād,co,33,0.1,13.6,8.2,86.02
